survey_id,date,flow,weather,turbidity,start_time,end_time,section_name,units_covered,unit,species,count,size_class,est_size,substrate,instream_cover,overhead_cover,hydrology,water_depth_m,run,tagged,clipped,location,survey_type,section_type,fork_length,bank_distance,unit_type,visibility,section_number,temperature
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",33,CHN,1,NA,100,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",33,RBTS,1,II,50,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",33,RBTS,17,III,75,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",33,RBTS,3,NA,100,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",30,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",31,RBTC,3,VI,500,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",31,RBTC,1,VI,686,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",31,CHN,15,NA,100,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",31A,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32A,CHN,70,III,75,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,CHN,14,III,75,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,CHN,245,III,75,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,CHN,3,NA,100,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,CHN,1,II,50,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,RBTS,12,II,50,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,RBTC,2,NA,100,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,RBTC,5,NA,100,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",33,RBTS,17,II,50,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",29A,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",29,RBTS,7,II,50,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",29,RBTC,1,IV,150,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,24,RBTC,1,VI,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,25,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,170,RBTS,2,III,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,171,RBTS,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,174,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,175,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,177,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,183,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,19,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,23,RBTS,5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,23,SASQ,1,V,300,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,169,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,173,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,176,RBTS,1,IV,200,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,172,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,172,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,189,RBTS,7,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,189,RBTC,7,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,189,RBTC,5,III,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,189,RBTS,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,185,RBTS,1,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,185,RBTS,2,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,217,RBTS,1,I,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,200,RBTS,10,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,210,SMB,30,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,215,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,215B,RBTS,2,III,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,215B,RBTS,1,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,215A,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,216,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,266,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,267,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,268,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,323A,RBTC,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,323B,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,328,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,33,RBTS,1,IV,208,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,33,RBTS,1,IV,150,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,33,CHN,4,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,27,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,28,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,22,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,21,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,20,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,30,RBTC,1,VI,500,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,31,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,32,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,29,CHN,4,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,29A,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,32A,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,31A,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,23,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,24,RBT,1,V,350,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,25,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,185,RBT,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,185,RBT,1,VI,550,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,189,RBT,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,173,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,174,RBT,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,174,RBT,2,IV,150,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,175,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,172,RBT,2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,172,RBT,1,VI,650,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,216,RBTS,1,IV,150,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,216,RBTS,1,V,350,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,216,RBTS,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,200,CHN,9,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,200,RBTS,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,217,RBTS,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,210,RBTS,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,215,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,215A,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,215B,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,266,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,267,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,268,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,323A,RBTS,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,323B,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,328,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,352,CHN,1,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,351,RBT,1,V,400,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,368,CHN,1,VI,750,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,355,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,356,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,358,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,364,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,362,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,370,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,367,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,365,CHN,NA,NA,NA,NA,NA,NA,NA,NA,unknown,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
