survey_id,date,flow,weather,turbidity,start_time,end_time,section_name,units_covered,unit,visibility,temperature,hydrology
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,323A,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,323B,NA,NA,NA
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,328,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,29A,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,32A,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,31A,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,215A,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,215B,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,266,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,323A,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,323B,NA,NA,NA
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,328,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,351,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,368,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,356,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,358,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,364,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,362,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,370,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,367,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,359,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,361,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,405,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,406,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,407,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,408,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,409,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,454,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,446,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,448,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,449,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,451,NA,NA,NA
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,452,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,215A,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA
11,2005-05-25,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA
12,2005-05-26,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,31A,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,29A,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,32A,NA,NA,NA
13,2005-06-21,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,32A,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,31A,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
15,2005-07-13,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
14,2005-07-12,NA,NA,NA,NA,NA,NA,NA,29A,NA,NA,NA
15,2005-07-13,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA
15,2005-07-13,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA
15,2005-07-13,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA
15,2005-07-13,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA
15,2005-07-13,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,NA
15,2005-07-13,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA
15,2005-07-13,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA
15,2005-07-13,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA
15,2005-07-13,NA,NA,NA,NA,NA,NA,NA,215A,NA,NA,NA
15,2005-07-13,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA
16,2005-08-09,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
16,2005-08-09,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
16,2005-08-09,NA,NA,NA,NA,NA,NA,NA,29A,NA,NA,NA
16,2005-08-09,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
16,2005-08-09,NA,NA,NA,NA,NA,NA,NA,31A,NA,NA,NA
16,2005-08-09,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
16,2005-08-09,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
16,2005-08-09,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
16,2005-08-09,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA
17,2005-05-23,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
17,2005-05-23,NA,NA,NA,NA,NA,NA,NA,32A,NA,NA,NA
17,2005-05-23,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
17,2005-05-23,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA
17,2005-05-23,NA,NA,NA,NA,NA,NA,NA,29A,NA,NA,NA
17,2005-05-23,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
17,2005-05-23,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,226,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,229,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,224,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,323B,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,323A,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,413,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,408,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,412,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,409,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,411,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,449,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,451,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,452,NA,NA,NA
18,2005-04-21,NA,NA,NA,NA,NA,NA,NA,453,NA,NA,NA
19,2005-04-19,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA
19,2005-04-19,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,NA
19,2005-04-19,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA
19,2005-04-19,NA,NA,NA,NA,NA,NA,NA,215B,NA,NA,NA
19,2005-04-19,NA,NA,NA,NA,NA,NA,NA,215A,NA,NA,NA
19,2005-04-19,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,NA
19,2005-04-19,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA
19,2005-04-19,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA
19,2005-04-19,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA
19,2005-04-19,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA
19,2005-04-19,NA,NA,NA,NA,NA,NA,NA,189,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA
20,2005-04-14,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA
21,2005-04-13,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
21,2005-04-13,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA
21,2005-04-13,NA,NA,NA,NA,NA,NA,NA,32A,NA,NA,NA
21,2005-04-13,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
21,2005-04-13,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA
21,2005-04-13,NA,NA,NA,NA,NA,NA,NA,121A,NA,NA,NA
21,2005-04-13,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,NA
22,2005-04-12,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA
22,2005-04-12,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA
46,2010-08-11,620,sunny,0,10:30:00,NA,NA,NA,54,NA,18.22,NA
46,2010-08-11,620,sunny,0,10:30:00,NA,NA,NA,56,NA,18.22,pool
46,2010-08-11,620,sunny,0,10:30:00,NA,NA,NA,56,NA,18.22,riffle
46,2010-08-11,620,sunny,0,10:30:00,NA,NA,NA,96,NA,18.22,NA
46,2010-08-11,620,sunny,0,10:30:00,NA,NA,NA,97,NA,18.22,NA
46,2010-08-11,620,sunny,0,10:30:00,NA,NA,NA,105,NA,18.22,NA
46,2010-08-11,620,sunny,0,10:30:00,NA,NA,NA,104,NA,18.22,riffle
46,2010-08-11,620,sunny,0,10:30:00,NA,NA,NA,103,NA,18.22,riffle
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,121,NA,16.11,glide
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,120,NA,16.11,riffle
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,124,NA,16.11,NA
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,123,NA,16.11,NA
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,119,NA,16.11,riffle
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,120,NA,16.11,glide
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,165,NA,16.11,pool
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,170,NA,16.11,NA
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,171,NA,16.11,NA
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,169,NA,16.11,glide
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,174,NA,16.11,glide
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,177,NA,16.11,glide
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,164,NA,16.11,NA
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,165,NA,16.11,NA
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,166,NA,16.11,NA
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,167,NA,16.11,NA
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,161,NA,16.11,NA
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,162,NA,16.11,NA
47,2010-08-16,620,clear,0,10:30:00,14:30:00,NA,NA,163,NA,16.11,NA
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,185,NA,18.44,glide
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,185,NA,18.44,riffle
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,189,NA,18.44,pool
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,185,NA,18.44,NA
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,189,NA,18.44,riffle
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,216,NA,18.44,riffle
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,216,NA,18.44,glide
318,2018-03-19,800,clear,0,12:50:00,14:24:00,Hatchery Riffle,33 26,33,NA,8,glide edgewater
318,2018-03-19,800,clear,0,12:50:00,14:24:00,Hatchery Riffle,33 26,33,NA,8,riffle edgewater
318,2018-03-19,800,clear,0,12:50:00,14:24:00,Hatchery Riffle,33 26,26,NA,8,glide
318,2018-03-19,800,clear,0,12:50:00,14:24:00,Hatchery Riffle,33 26,26,NA,8,glide edgewater
318,2018-03-19,800,clear,0,12:50:00,14:24:00,Hatchery Riffle,33 26,26,NA,8,riffle
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,215B,NA,18.44,NA
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,215A,NA,18.44,NA
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,210,NA,18.44,riffle
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,200,NA,18.44,NA
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,210,NA,18.44,glide
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,210,NA,18.44,pool
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,217,NA,18.44,riffle
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,221,NA,18.44,NA
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,226,NA,18.44,glide
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,225,NA,18.44,NA
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,228,NA,18.44,NA
48,2010-08-17,620,sunny,0,11:00:00,14:00:00,NA,NA,229,NA,18.44,NA
49,2010-08-19,620,sunny,0,13:45:00,14:45:00,NA,NA,30,NA,15.56,riffle
49,2010-08-19,620,sunny,0,13:45:00,14:45:00,NA,NA,32,NA,15.56,NA
49,2010-08-19,620,sunny,0,13:45:00,14:45:00,NA,NA,31,NA,15.56,riffle
49,2010-08-19,620,sunny,0,13:45:00,14:45:00,NA,NA,29,NA,15.56,NA
49,2010-08-19,620,sunny,0,13:45:00,14:45:00,NA,NA,28,NA,15.56,glide
49,2010-08-19,620,sunny,0,13:45:00,14:45:00,NA,NA,27,NA,15.56,NA
50,2010-09-13,620,sunny,0,10:00:00,13:00:00,NA,NA,33,NA,13.33,riffle
50,2010-09-13,620,sunny,0,10:00:00,13:00:00,NA,NA,33,NA,13.33,pool
50,2010-09-13,620,sunny,0,10:00:00,13:00:00,NA,NA,26,NA,13.33,NA
50,2010-09-13,620,sunny,0,10:00:00,13:00:00,NA,NA,28,NA,13.33,NA
50,2010-09-13,620,sunny,0,10:00:00,13:00:00,NA,NA,29,NA,13.33,NA
50,2010-09-13,620,sunny,0,10:00:00,13:00:00,NA,NA,32,NA,13.33,riffle
50,2010-09-13,620,sunny,0,10:00:00,13:00:00,NA,NA,30,NA,13.33,riffle
50,2010-09-13,620,sunny,0,10:00:00,13:00:00,NA,NA,31,NA,13.33,riffle
51,2010-09-14,620,clear,0,10:00:00,13:45:00,NA,NA,55,NA,17.78,riffle
316,2018-02-15,1750,clear and windy,0,13:50:00,14:25:00,G95,323A 323B,323A,NA,9.5,riffle edgewater
316,2018-02-15,1750,clear and windy,0,13:50:00,14:25:00,G95,323A 323B,323A,NA,9.5,glide edgewater
317,2018-03-19,800,clear,0.8,10:30:00,11:00:00,Hatchery Riffle,19 23 24 25,23,NA,8.67,glide edgewater
317,2018-03-19,800,clear,0.8,10:30:00,11:00:00,Hatchery Riffle,19 23 24 25,25,NA,8.67,glide edgewater
318,2018-03-19,800,clear,0,12:50:00,14:24:00,Hatchery Riffle,33 26,33,NA,8,backwater
318,2018-03-19,800,clear,0,12:50:00,14:24:00,Hatchery Riffle,33 26,33,NA,8,riffle
51,2010-09-14,620,clear,0,10:00:00,13:45:00,NA,NA,56,NA,17.78,pool
51,2010-09-14,620,clear,0,10:00:00,13:45:00,NA,NA,56,NA,17.78,riffle
51,2010-09-14,620,clear,0,10:00:00,13:45:00,NA,NA,54,NA,17.78,NA
51,2010-09-14,620,clear,0,10:00:00,13:45:00,NA,NA,56,NA,17.78,NA
51,2010-09-14,620,clear,0,10:00:00,13:45:00,NA,NA,104,NA,17.78,riffle
51,2010-09-14,620,clear,0,10:00:00,13:45:00,NA,NA,105,NA,17.78,NA
51,2010-09-14,620,clear,0,10:00:00,13:45:00,NA,NA,103,NA,17.78,NA
51,2010-09-14,620,clear,0,10:00:00,13:45:00,NA,NA,120,NA,17.78,riffle
51,2010-09-14,620,clear,0,10:00:00,13:45:00,NA,NA,119,NA,17.78,riffle
51,2010-09-14,620,clear,0,10:00:00,13:45:00,NA,NA,121A,NA,17.78,NA
52,2010-09-15,620,sunny,0,09:45:00,15:45:00,NA,NA,174,NA,14.44,riffle
