survey_id,date,flow,weather,turbidity,start_time,end_time,section_name,units_covered,unit,count,size_class,est_size,substrate,instream_cover,overhead_cover,hydrology,water_depth_m,run,tagged,clipped,location,survey_type,section_type,fork_length,bank_distance,visibility,section_number,temperature,species
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",31,15,NA,100,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",31A,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32A,70,III,75,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,14,III,75,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,245,III,75,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,3,NA,100,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,1,II,50,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,12,II,50,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,2,NA,100,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",32,5,NA,100,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",33,17,II,50,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",29A,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",29,7,II,50,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
3,2007-07-16,NA,clear,NA,10:00:00,14:00:00,NA,"26,33,30,31,31a,32,32a",29,1,IV,150,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,24,1,VI,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,170,2,III,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,171,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,23,5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,23,1,V,300,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Sacramento Squawfish
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,176,1,IV,200,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
4,2007-07-17,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,189,7,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,189,7,II,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,189,5,III,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,189,6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,185,1,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,185,2,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,217,1,I,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,200,10,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,210,30,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Smallmouth Bass
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,215B,2,III,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,215B,1,II,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,215A,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
5,2007-07-18,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,323A,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,323B,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
6,2007-07-19,NA,NA,NA,NA,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,33,1,IV,208,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,33,1,IV,150,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,30,1,VI,500,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,29,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,29A,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,32A,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,31A,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,24,1,V,350,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout - Form Not I.d.'D
7,2007-08-13,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,185,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout - Form Not I.d.'D
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,185,1,VI,550,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout - Form Not I.d.'D
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,189,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout - Form Not I.d.'D
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,174,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout - Form Not I.d.'D
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,174,2,IV,150,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout - Form Not I.d.'D
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,172,2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout - Form Not I.d.'D
8,2007-08-14,NA,NA,NA,NA,NA,NA,NA,172,1,VI,650,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout - Form Not I.d.'D
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,216,1,IV,150,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,216,1,V,350,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,216,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,200,9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,200,4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,217,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,210,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,215A,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,215B,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,323A,3,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Rainbow Trout
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,323B,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
9,2007-08-15,NA,NA,NA,NA,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,352,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,351,1,V,400,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Steelhead Trout - Form Not I.d.'D
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,368,1,VI,750,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
10,2007-08-16,NA,NA,NA,NA,NA,NA,NA,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,Chinook Salmon
